isbn;title;author_name;description;publish_date;cover_image_url
9789750824760;Dul;Jean-Louis Fournier;"“Artık dulum. 12 Kasım günü Sylvie öldü.
Çok üzücü.
Bu sene indirimli satışlara birlikte gidemeyeceğiz.”

Jean-Louis Fournier eşinden önce ölmek istiyordu. Ama eşi ondan önce davrandı. 40 yıllık evliliğin ardından dul kalan Fournier kendini teselli etmek, belki de intikam almak için karısından söz ediyor. Ama onu anlatırken aslında bize kendisini anlatıyor.";27.06.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/06/dul-1445.jpg
9789750836879;Duman;John Berger;"Dünyaca ünlü yazar ve sanat eleştirmeni John Berger ile nevi şahsına münhasır çizer Selçuk Demirel’den bir ortak yapıt daha: “Duman”.
Bu yılın hiç şüphesiz en sürpriz kitaplarından birisi “Duman”.
John Berger’in tütüne övgü düzercesine kullandığı ironik metin(ler)i, Selçuk Demirel’in çoğunlukla kesif griye çalan karanlık çizimleriyle taçlandırılmış.
Duman’da ‘‘Kül tablaları bir çeşit konukseverlik araçlarıydı’’ diye yazan John Berger ve Selçuk Demirel’in desenleri zihnimizde soru
işaretleriyle karışık ünlemler üretiyor: Belki de asıl sağlığa zararlı olan şey hayatın ta kendisidir!
Unutmadan, Duman Cevat Çapan’ın enfes çevirisiyle okuyucusuyla buluşuyor…";31.03.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/c88c347a-9ab9-436d-9be9-0419f7dccda4.jpg
9789750847202;Duygusal Adam;Javier Marias ;"Javier Marías’ın 1986 yılında yayımladığı beşinci romanı Duygusal Adam, İspanyolca aslından çevirisiyle ilk kez okurlarıyla buluşuyor.
Duygusal Adam, meşhur olmak üzere olan genç bir opera şarkıcısı ile evli bir kadın arasındaki aşk macerası çevresinde kurulmuş bir roman. Ama yazarın dediği gibi, “Bu, aşkın ne göründüğü ne tecrübe edildiği, yalnızca bildirildiği ve hatırlandığı bir aşk hikâyesidir.”
Genç opera şarkıcısının bakış açısından okuduğumuz hikâye, şarkıcının bir temsilde rol almak üzere Madrid’e gitmek için bindiği trende, karşısında oturan bir kadınla iki erkeğin birbirleriyle nasıl bir ilişki içinde olduğunu hayal etmesiyle başlıyor. Daha sonra bu üç kişiyle kendisinin de kaldığı lüks otelde karşılaşıyor: Bunlar Belçikalı banker Hieronimo Manur, karısı Natalia ve onlara eşlik eden Dato. Kıskanç bir koca olan Manur, Dato’yu karısını erkeklerin alakalarından uzak tutmakla görevlendirmiştir ama genç opera şarkıcısı provalar arasında Natalia’ya kur yapmaktan sakınmaz, bunu gözlemleyen Dato da patronuna durumu aktarır. Kıskanç koca daha da kıskançlaşır...
Duygusal Adam, Marías’ın hatırlama ile beklenti kutupları arasında okuru gezdirdiği, gizem ve heyecan dolu bir macera.
 
“Javier Marías harika bir hikâye kaleme almış: Psikolojik analizlerde keskin, hikâyenin gelişiminde müşkülpesent, sonunda ise sürprizli. Aklıma Marcel Proust ile Unamuno’yu getirdi.”- Manuel Alvar, ABC
“Yazınsal ihtişamının ötesinde [Duygusal Adam’ın] yarattığı gerçek sansasyon, çağımızdaki ahlaki ikiyüzlülüğün maskesini düşürmesi ve İyi ile Kötü konusunda kâğıtları baştan dağıtmasıdır.”- Frankfurter Allgemeine Zeitung
“Marías’ın üslubu benzersiz, insan kalbinin derinliklerinde aranırken yaptığı keşifler gibi.”- Los Angeles Times
“Marías, okuru tek kelimeyle afallatıyor.” -The Times Literary Supplement";17.06.2020;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/06/duygusal-adam.jpg
9789750819957;Dün;Agota Kristof ;"Tobias önemsiz bir ülkenin ismi olmayan bir köyünde doğmuştur. Annesiyle yokluk içinde yaşar. Annesi köyde dilenir; un, mısır veya süt karşılığında erkeklerle yatar; tarlalardan, bahçelerden meyve sebze toplar, bazen de çiftliklerden tavuk çalar. Küçük Tobias bir gün annesi bir erkekle yatarken ikisini de bıçaklar ve köyünden, ülkesinden kaçarak başka bir ülkeye sığınır. Yeni bir ülkede yeni bir hayata başlar. Adı artık Sandor Lester’dir. Bir fabrikada işe girer. Yazar olma hayalleri kurar. Ama ilkokuldaki kız arkadaşı Line’i unutamaz, onun bir gün yanına geleceğini umut eder... Ve günün birinde Caroline’le karşılaşır...
Agota Kristof, “Büyük Defter~Kanıt~Üçüncü Yalan” üçlemesinin ardından bu kez okuru “Dün”de baş döndürücü bir hikâyeye davet ediyor.";26.06.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/dun-kap.jpg
9789750816420;Dünyanın Çevresinde Yolculuk;Louis-Antoine de Bougainville;"Yolculuk edebiyatının başyapıtlarıdan sayılan Bougainville’in 1766-1769 yılları arasında gerçekleştirdiği yolculuğunun anlatısı aynı zamanda sömürgeciliğin tarihi olarak da okunuyor. Dünyanın Çevresinde Yolculuk, Louis-Antoine de Bougainville (1729-1811), XVIII. yüzyılda Batı Avrupa’da yeryüzü bilgisinin ve bilimlerin gelişimine katkıda bulunan, Aydınlanma Çağı’nın çok yönlü –denizci, kâşif, bilgin, filozof, asker, diplomat- isimlerinden biridir.
Bougainville’in 1766-1769 yılları arasında gerçekleştirdiği yolculuğunun anlatısı, Dünyanın Çevresinde Yolculuk, tarihsel ve edebi niteliklerinin yanısıra, XVIII. yüzyılda denizdeki protokol kuralları, sömürge yönetimleri ve sömürge tarihi hakkında önemli bilgiler vermesi nedeniyle, yolculuk edebiyatının başyapıtları arasındadır.";22.08.2025;https://www.yapikrediyayinlari.com.tr/dosyalar/2019/11/dunyanin-cevresine-yolculuk.jpg
9789753639415;Düş Günler;Güven Turan;Düş ve gerçeklik arasındaki sisli bölgeden öyküler…;27.01.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/DUS-GUNLER-4304.jpg
9789750855313;Düşe Kalka;Aslı Akarsakarya ;"Aslı Akarsakarya ilk kitabı Düşe Kalka’daki öykülerinde toplumun her kademesinden baskılanan kişilere, kişiliklere, duygulara yoğunlaşıyor. Kimi zaman şiirsel, kimi zaman eğlenceli, kimi zaman da acıtan bir üslupla kaleme aldığı öykülerde, söylenenler kadar söylenmeyenleri de önemli kılan özgün bir dilin peşine düşüyor yazar. 2009 Yaşar Nabi Nayır Öykü Ödülü’nü alan Düşe Kalka, zengin konu, karakter ve anlatım biçimleriyle her öyküde masaldan gerçeğe, kurgudan rüyaya okuru bambaşka iklimlere taşıyor.
 
İnsana verilmiş en büyük armağan olduğunu düşünüyorum öleceği günü bilmemenin. Faniyiz, bunu inkâr eden yok. Ama belleksizliğimize sığınıp içimizden birisi öldüğünde şaşırabiliyoruz. Gerçekten tüm varlığımızla şaşırıyoruz. Unutkanlığı inkârla birlikte özenle kullandığımızda, felaketleri daha rahat atlatıyoruz. Ama bir sonrakine tepki verirken, bütün anlam arayışımıza yeni baştan başlıyoruz, tabii isyanımız da cabası. Neyse, zararı yok, her seferinde şaşıralım.";3.02.2023;https://www.yapikrediyayinlari.com.tr/dosyalar/2023/01/dusekalka.jpg
9789750815720;Düş Hırkası;Filiz Özdem;"Filiz Özdem’in Korku Benim Sahibim’den sonraki romanı Düş Hırkası aklın öteki yuüzüne düşüşü anlatıyor. Bir geçitten geçen onlarca insanın, geçidin ortasında du¨kkân camekânlarıyla birkaç eski binanın çevrelediği avlunun, birbirinin yanından geçerken farkında olmadan birbirine değen hayatların kitabı...
Bir tabağa doldurulmuş bir avuç cam bilyenin birine dokunmak nasıl hepsini döndu¨ru¨r, her dokunuşta bu¨tu¨n renkler nasıl yeniden değişirse, ustaca bir araya getirilen kişilerin her birinin romana katılışıyla bütün metin de farklı bir renge bürünüyor.
“Onun arkasında, suyun üstünde, bilincinin dışında kalan zaman, her biri yıllarca süren yirmi adım uzunluğundaki yolculuğunun zamanından koptu. (...)
Suyun gök kubbesinde mor yıldızlar parlıyordu. Boşlukta duran ve kendi kendine sallanan sedeşi yelpazeler mor yıldızları dalgalandırıyordu. Ötedeki mercan kayalıkları açılıp siyah bir yarığa dönüştü. Yarık döne döne küçülmeye başladı. İğne ucu kadar küçüldüğünde geçitte ne balıklar kalmıştı, ne yıldızlar, ne insanlar, ne Cevat.”";21.04.2017;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/dus-hirkasi.jpg
9789750810336;Düşlerimin Rengi Bu;Joan Miro;"Dünyaca ünlü Katalan ressam Miró ile atölyesinde Georges Raillard tarafından gerçekleştirilen bu Söyleşiler, yalnızca tüm yaşamı boyunca dili ikinci plana atmış olan bir sanatçının Breton’dan Desnos’ya, Picasso’dan Dali’ye kadar birçok sanatçıyla olan anı ve dostluklarını değil, aynı zamanda ve daha önemlisi sanat yapıtının ortaya çıkışındaki o kaotik ve dile getirilemez durumu betimlemesi açısından da son derece ilgi çekici.

Bir zamanlar ""Mağara devrinden beri düşüşte resim"" diyebilmiş bir ressam: Miró, çizginin ve rengin efendisi, bir leke ustası..";28.04.2016;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/dusleriminrengibu.jpg
9789750853722;Düşümde ve Dışımda;Orhan Duru ;"Düşümde ve Dışımda, klasik öykünün kalıplarını bozarak yeni bir anlatı dili geliştiren 1950 Kuşağı’nın ele avuca sığmaz yazarı Orhan Duru’nun dokuzuncu kitabı.
 
Tıpkı kentin karmaşası gibi, birbirinin içine geçmiş olaylarla, olgularla, durumlardan ve sözcüklerden üreyen yeni çağrışım ve sıçrayışlarla örülü Duru’nun öyküleri. Seçimlerden kokorece, küreselleşmeden dürüme, iletişimden özelleştirmelere, iklimden arkeolojiye, sokaklardan evlere, kısacası günlük yaşamın içinde olup da değinmediği konu yok neredeyse.
 
Orhan Duru’nun yaşadığımız çağa ilişkin bu düş gücü, ironi ve hiciv dolu metinlerini keyifle okuyacaksınız. “İstanbul olimpiyatlarını düşünüyorum gözlerim kapalı. Bir yerde start veriliyor. Göstericiler ile polis arasında yarışma ve çatışma başlıyor. Molotofkokteylleri atılırken Samaranch gelip sporcularımızı yanaklarından öpüyor. Koşularda yarışmacılar pistteki çukurlara düşüyor. Üç adım atlamada mehter takımı araya giriyor alkışlar arasında. Ardından İbo sahneye çıkarak tüm dünyaya barış ve lahmacun mesajı veriyor ve tüm bunları CNN canlı olarak yayınlıyor. Habitat’ta deneyimimizi artırdığımız için atletlerimizin enerji açığını kapatmaya uğraşıyoruz. Bu arada sular kesiliyor ve yarışı ter içinde bitirmiş atletler duş yapamadıklarından Cağaloğlu Hamamı’nı açıyoruz onlara, kese, sabun ve birer peştamal.”";3.06.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2022/05/dusumde-disimda.jpg
9789750808258;Düşünceler;Marcus Aurelius ;"""Hükümdarlar filozof, filozoflar hükümdar olsaydı, kentlerin yüzü ışırdı."" Marcus Aurelius'un adı anıldığında insan kaçınılmaz olarak Platon'un bu ünlü sözünü anımsıyor...

Düşünceler, Marcus Aurelius'un epiktetos ve Stoa felsefesinin düşüncelerinden etkilenerek, evren; us; usa uygunyaşamak; yaşam; ölüm; her şeyin sürekli değişim içinde olması; ün, mal mülk gibi dünyasal değerlerin geçiciliği; insanların kukla gibi içgüdüleri tarafından oynatılması üstüne gün gün kaleme aldığı nükteli notlarıdır...Ta eis Eauton adıyla, 12 kitap olarak Yunanca yazılmış bu yapıt, birçok kuşak tarafından bütün zamanların en büyük yapıtlarından biri sayıldı.

Marcus Aurelius'un ""sen"" diye seslendiği okur değil, kendisidir. Düşünceler, başkasına öğütler değil, kişinin kendisiyle yaptığı vicdan muhasebesi, bilgelik yolundaki gelişme sürecidir.";3.10.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/dusunceler_m.-aurelius_cogito-7034.jpg
9789750839696;Düşüncelerin Aynası;Michel Tournier ;"Çağdaş Avrupa yazınını sadece romanlarıyla değil düz yazılarıyla da cendereye alan Michel Tournier’den (1924-2016) ufuk açıcı bir deneme: Düşüncelerin Aynası.
‘‘Tuz’’un olgunluk simgesi bilgeliğinden ‘‘şeker’’in çocuksu yananlamına, ‘‘banyo’’nun yatay konumundan ‘‘duş’’un dikey konumuna, ‘‘hayvan’’ın devingenliğin­den ‘‘bitki’’nin durağanlığına, ‘‘demiryolu’’nun düzen­liliğinden ‘‘karayolu’’nun esnekliğine varıncaya dek, alıntılarla zenginleştirilmiş 116 anahtar-kavram.
Bu ikili yöntem olağanüstü verimli oldu, tüm kitabın ondan çıktığı söylenebilir. Hani bir kavram tek başına düşünceye delemediği kaygan bir yüzey sunuyormuşçasına. Buna karşılık, kavram karşıtıyla birlikte ele alındığında, patlıyor ya da saydamlaşıyor, iç yapısını gösteriyor. Kültür yıkıcı gücünü ancak uygarlığın karşısında açığa vuruyor. Boğanın boynu atın sağrısını gözler önüne seriyor. Kaşık anaç tatlılığını çatal sayesinde ortaya koyuyor. Ay bize ne olduğunu güneşin alnında söylüyor...";7.03.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/05/dusuncelerin-aynasi-kap.jpg
9789750853555;Düzelti;Thomas Bernhard ;"Bernhard DÜZELTİ romanında, Avusturyalı çağdaş felsefeci Ludwig Wittgenstein’ın yaşamından bir kesiti esas alarak Roithamer karakteri odağında düş gücüyle genişletir. –Ludwig Wittgenstein 1920’li yıllarda Viyana’da kız kardeşi Margaret Stonborough-Wittgenstein için sıra dışı bir geometrik tasarımla bir ev inşa etmişti.–
Yoğun biçimde felsefe, mimari ve bilimle uğraşırken Cambridge’de ders veren, varsıl bir ailenin oğlu Roithamer hayatının son altı yılını, ailesinden kalan Altensam mülkünün satışıyla elde ettiği gelirle Kobernausser ormanının orta noktasına, özel bir sevgi duyduğu kız kardeşi için inşa edeceği, matematiksel olarak kusursuzlaştırılmış “Koni”ye vakfetmiştir. Koninin inşasını tamamladıktan kısa süre sonra kız kardeşi ölünce yapının faydasız varlığı karşısında kendi hayatına da son verir.
Roithamer’den geriye kalan binlerce sayfalık, kâğıt parçalarına tutulmuş notları yazıları ve tedirgin edici bir ana taslağı devralan isimsiz birinci tekil anlatıcı, Roithamer’in düştüğü ruhsal bunalımı anlayabilmek için bu bulmacanın parçalarını birleştirmeye koyulur: Yavaş yavaş gün ışığına çıkan gerçek, kendi ruhunu yadsımanın tek mantıklı çözüm olduğu sonucuna varana dek kendini durmaksızın düzeltmeye ve kavrayışını inceltmeye mecbur hisseden bir dehanın öyküsüdür.
Pek çok eleştirmen tarafından Bernhard’ın başyapıtı olarak anılan Düzelti, mükemmellik arzusu ile erişilemez bilgi arasındaki gerilime dair zekice örülmüş düşüncelerle gelen bir dil sağanağı.";3.05.2024;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/Duzelti.jpg
9789750810695;Düzyazılar 1;Behçet Necatigil ;"Behçet Necatigil'in ""Bütün Yapıtları"" dizisinin elinizdeki cildi, şairin çeşitli dergilerde çıkmış yazıları ve kitaplarına ilişkin yazdığı önsözlerden oluşuyor. Düzyazılar 1 adıyla yayımladığımız bu ciltte, Necatigil'in Tanzimat, Servetifünun, Fecriati dönemleri; Milli Edebiyat akımı ve Cumhuriyet dönemi şair ve edbiyatçılarını değerlendirişi ve Beş Hecceciler, Garipçiler (Birinci Yeni), İkinci Yeni, 1960 kuşağı şairleri üzerine görüşleriyle başlayan edebiyat yolculuğumuz; çeviri sorunlarına ilişkin söyledikleriyle giderek dünya edebiyatı ve edebiyatçılarına dek uzanıyor. Dizinin ikinci cildini oluşturan Düzyazılar 2'de Necatigil'le çeşitli dergilerde yapılmış söyleşiler ve şairin değişik zamanlarda değişik yerlerde verdiği konferanslar yer alıyor. Kitabın ""Konuşmalar"" bölümünde Necatigil şiirinin evrimini ve radyo oyunu yazarlığındaki şiirle olan ilişkisini izliyoruz. ""Konferanslar"" ise Necatigil'in, Yeni Şiir, Bugünkü Türk Şiiri, Günümüz Edebiyatı, Hikaye ve Romancılığımız, 2. Dünya Savaşı'ndan Günümüze Türk Edebiyatındaki Gelişmeler, Okul Kitapları, Türkiye'de Günümüz Alman Edebiyatı ve Balkan Ülkeleri Edebiyatlarından Türkçeye çevrilmiş örnekler üzerindeki düşüncelerini ve çalışmalarını aktarıyor.";31.03.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/e04c7c05-c659-4592-becf-19d8dd1dfc90-1.jpg
9789750816673;Edirne Hatıraları;Kazım Karabekir ;"Kâzım Karabekir’in Edirne Hatıraları ilk defa okuyucu karşısına çıkıyor.
Kâzım Karabekir Balkan Savaşı sırasında, kurmay binbaşı rütbesiyle, Edirne’nin muhafazası için teşkil edilmiş olan Mevki-i Müstahkem Kumandanlığı’nın birimlerinden olan, Onuncu Fırka’nın kurmay başkanı olarak görev yapmaktadır. Edirne’nin Bulgarlar tarafından kuşatılması ve düşüşü süresince bu görevini sürdürmüş, savaşın Edirne bölümündeki safahatı ile ilgili bütün olaylara doğrudan şahit olduğu gibi, özellikle kurmay başkanı olduğu Onuncu Fırka ile ilgili bütün harekâtın planlamasında ve uygulanmasında bizzat bulunmuştur.";22.05.2018;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/edirne-hatiralari_kazim-karabekir.jpg
9789753632850;El Kapısında;Ivan Sergeyeviç Turgenyev;"Bir Turgenyev oyunuyla bir Orhan Veli çevirisinin bireşimi El Kapısında. 50 yıllık bir serüvenin ardından dizili sayfalara dönüşen bir büyük yapıtın ülkemizdeki yaşamının öyküsü hem de.

Bu öykü Muhsin Ertuğrul ile başlıyor, yazarlar, tiyatro adamları, gazeteciler arasında gitgellerle gelişiyor, bir yangınla gerilim boyutuna uzanıyor, bilinmezliklerin gizemine de bürünerek bugüne ulaşıp “mutlu son”a eriyor.
Gogol’un, Ostrovski’nin, Gorki’nin, Çehov’un kaleminde yoğrulan güçlü Rus tiyatrosunun bir başka öncüsü Turgenyev’in birçok oyunu 1945-46 yıllarında Milli Eğitim Bakanlığı dizisinde yayınlanmıştı. İzleyen yıllarda Turgenyev’in yayın dünyamızda da sahne yaşamımızda da (Köyde Bir Ay dışında) değinmeye değer bir yankısı olamadı. Orhan Veli’nin şiirli Türkçesiyle çapını genişleten El Kapısında bu yankıyı oluşturacak kuşkusuz.";1.02.2010;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/elkapisinda.jpg
9789750843013;"Elele Okuyalım
Yazılar ve Söyleşiler 1978-1984";Turgut Uyar ;"Turgut Uyar’ın 1978-1984 yılları arasında Elele der­gisinde yayımlanan kitap tanıtım yazıları ve söyleşileri ilk kez bir araya getiriliyor. Yayın çeşitliliği arasında kalmış okura seçeceği kitaplar konusunda yardımcı olmayı amaçlayan Uyar, dönemin önemli şair ve yazar­ları hakkında öne sürdüğü yorumlarla dikkat çekiyor. Aylık bir “okuma güncesi” olarak nitelendirilebile­cek yazılarında, Melih Cevdet Anday, Yaşar Kemal, Adalet Ağaoğlu, Cemal Süreya, Edip Cansever, Sevim Burak, Selçuk Baran, Ahmet Oktay, Orhan Pamuk gibi yazarların “yeni çıkan” kitaplarını ele almanın yanı sıra yayıncılık sorunlarını, edebiyat ödüllerini, edebiyat dergilerini de değerlendiriyor.
 
Turgut Uyar’ın “tadla okun[masını]” istediği kitaplar için kaleme aldığı yazılar, pek bilinmeyen başka bir yönünü daha görmeye imkân sağlıyor. Uyar’ın şair kimliğinin yanında, kendisi kabul etmese de, “eleştir­men” gibi yazdığını Bir Şiirden sayesinde görmüştük. Elele Okuyalım’da bir araya getirilen yazılar ise, Uyar’ın yayın dünyasını neredeyse günü gününe takip eden “sıkı okur” olduğunu gösteriyor.";10.08.2018;https://www.yapikrediyayinlari.com.tr/dosyalar/2018/08/elele-okuyalim-turgut-uyar-kap-1.jpg
9789750847134;Elveda Güzel Vatanım;Ahmet Ümit ;"İki aşkı arasında parçalanan bir adam İkinci Meşrutiyet’in yaklaştığı günler, Osmanlı belki de hiç yaşamadığı kadar büyük bir buhranın, varoluş sancısının içinde. Hassas, incelikli ve kararlı Şehsuvar’ın sorumluluk bilinci ağır basar, hem sevgilisi Ester’e hem de içindeki yazara sırtını dönerek İttihat ve Terakki Cemiyeti’ne katılır. Büyük acılara ve pişmanlıklara sebep olacak bu kararından dönme fırsatını sonsuza dek kaçırmıştır artık.
 
Elveda Güzel Vatanım iki ayrı zaman diliminde ilerleyen, anlatıldığı dönemde yaşanan çalkantıları düşündüğümüzde edebiyatımızdaki büyük bir eksikliği dolduran bir roman. Cumhuriyet’in ilk yıllarındaki “siyasi hesaplaşma” dönemine tanıklık ederken diğer yandan Osmanlı’nın son dönemine damgasını vuran İttihat ve Terakki Cemiyeti’nin eylemlerine içeriden bir göz sayesinde yakından bakıyoruz.
 
Kendini sevdiği kadına adayan fedakâr bir âşık olmak yerine, kendini vatanına, milletine adayan bir fedai olmak çok daha anlamlı değil mi?";19.07.2022;https://www.yapikrediyayinlari.com.tr/dosyalar/2020/04/elvedaguzelvatanim.jpg
9789750848940;Empedokles'in Dostları;Amin Maalouf ;"Romanlarıyla olduğu kadar deneme kitaplarıyla da ilgi çeken Maalouf, Empedokles’in Dostları’nda bu kez geleceğe yönelik bir kurguyla dönüş yapıyor. Ölümcül Kimlikler ve Uygarlıkların Batışı kitaplarında yer verdiği eleştirel gözlemlerin izinde yarı distopik bir dünya çiziyor. Platon’un mağarasından çıkıp Empedokles’in Dostları’yla tanışmaya davet ediyor bizi.
 
Atlas Okyanusu kıyısındaki küçük Antioche adasının yalnızca iki sakini vardır: Orta yaşın verdiği olgunlukla sessiz bir hayat sürmek isteyen Alec ile yazdığı ilk romanının yakaladığı başarı sonrası her şeyi ardında bırakan esrarengiz Ève. Birbirlerinden uzakta, kırılgan yalnızlıklarının tadını çıkaran bu iki insanın yolu bir gün elektriğin, telefonların, televizyon yayınlarının, internetin, kısacası her türlü iletişim aracının etkisiz hale gelmesiyle kesişir.
Gerçeğe ulaşma imkânı kalmayınca fısıltı gazetesi işlemeye başlar: Gezegen bir nükleer felaketin eşiğindedir, Amerika küresel ölçekte bir terör saldırısına maruz kalmıştır, insanlığın hayatını kolaylaştıran teknolojik gelişmeler artık insanlığın sonunu getirmiştir...
Tüm dünya bu söylentilerle çalkalanırken, kendilerine Empedokles’in Dostları diyen, son derece gelişmiş bir teknolojiye ve tıp bilgisine sahip bir grup gizemli insan bu karmaşaya son vermek üzere çıkagelir. Alec bu insanların kim olduğunu öğrenmeye çalışırken, içinde yaşadığımız dünyanın çelişkileriyle de yüzleşmek zorunda kalır. Hiçbir şey artık eskisi gibi olmayacaktır.
 
“Hayal kırıklığı içeren bu satırları yazarken hikâyenin sonuna geldiğim izlenimindeyim. Geldiler, üstünlük kurdular, dünyada hem kaygı hem de umut rüzgârları estirdiler, sonra da gittiler.”";4.02.2021;https://www.yapikrediyayinlari.com.tr/dosyalar/2021/01/empedoklesin_dostlari.jpg
9789753631907;Eski Bahçe Eski Sevgi;Tezer Özlü;"Tezer Özlü'nün ""Bütün Yapıtları""nı yayına hazırlayan Yapı Kredi Yayınları, yazarın kısa anlatılarını bu ciltte topladı. Yaşamöyküsel esintilerin coşkusundan delici gözlem gücüne kadar, yazarın iç dünyasının panoramasını sunuyor bu kitap.";27.09.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/eski-bahce-eski-sevgi.jpg
9789750862786;Evdeki Hesaplar;Memduh Şevket Esendal ;"Evdeki Hesaplar’da yazarın çekmecesinde kalmış ve ancak 1983’ten sonra kitaplarına alınmış öyküleri okuyacaksınız. Bu tarihsiz öyküler bir araya getirilirken yazım ve anlatım biçimleri dikkate alındı, tematik ilişkilerine göre sıralandı. Kitabın adı “Adnan’la Karısı” öyküsüne üst başlık olarak konan “Evimizin Hikâyeleri” olabilirdi ancak Evdeki Hesaplar denilerek Esendal’ın gönül ilişkileri ve çalışma hayatındaki hesaplı kitapları işleri konu eden öykülerinin çokluğuna işaret edildi. Zira Esendal’ın hemen hemen tüm öyküleri temelde “hayata atılma” ve “ev kurma” üstünedir; gençliğin sevgi ve mutluluk arayışı üstünedir.
“Böyledir. ‘Gönül kaçanı kovalar!’ demişler. Doğru söylemişler. Gençlikle çocukluk   arasındayken bir hanımı sevdik. Bize yar olur mu, olmaz mı? Elbet düşünmedik. Güzel bir kızdı ve güya o da bizi seviyordu. Ne bilirsin? Seviyor gibi görünüyordu. Sevgi öyle bir şeydir ki bilmek olmaz! Öyle haller, öyle şeyler oluyordu ki, zannedersem seviyordu. Âşık mâşuk gibiydik. O beni takip ediyor, görünce de kızarıyordu. Ben ona tesadüf için dolaşıyor, o benim şaşırdığımın elbette farkına varıyordu. Gün geçtikçe de güya birbirimizi daha ziyade seviyorduk. Lakin günün birinde bu hanım, tanımadığı bir adamın izdivaç teklifi karşısında bulundu ve tereddütsüz bu adama vardı.”";3.05.2024;https://www.yapikrediyayinlari.com.tr/dosyalar/2024/04/evdeki-hesaplar-kap.png
9789750810480;Everest My Lord - İşte Baş İşte Gövde İşte Kanatlar;Sevim Burak ;"""O karanlık çukura bakıyor/ta içine bakıyor/üzüm salkımı gibi ciğerlerini görüyor/üzüm salkımının arasında saklanmış/o dibe bakıyor...""

Teatral davranışlar, gösterişli bir güzellik, tuhaf beğeniler... Kendinden emin savrukluğuyla yazdığı gibi yaşayan bir yazar: Sevim Burak... 1983’te kalbine yenik düşen edebiyatımızın bu ayrıksı sesi, iki kitabıyla okurunu yeniden selamlıyor: Everest My Lord - İşte Baş İşte Gövde İşte Kanatlar ve Afrika Dansı... Yazarın iki oyununu ve öykülerini içeren bu kitaplar,
yabancılaşma, yıkım ve ölüme kurmacayla, mizahla ve oyunla karşı duran Burak’ın ""efsanevi kimliğini"" pekiştiriyor...";10.04.2019;https://www.yapikrediyayinlari.com.tr/dosyalar/2019/04/everest-mylord-kap.jpg
9789750857584;Evine Dönemeyen Adam;Emrah Öztürk ;"“Limon Yağmuru” (2014), “Anlatamıyorum” (2017) kitaplarıyla adını duyuran Emrah Öztürk’ün üçüncü öykü kitabı “Evine Dönemeyen Adam”.
 
Kişileri çevreleyen zamanla mekânın, eylemleri belirleyen eşyayla doğanın güçlü anlatımı göze çarpıyor öykülerde. Özellikle “Rüya Hanım’ın Günlüğü” öyküsünde mutluluk, özgürlük ve benlik arayışını zehirleyen ihanet ve suçluluk duygusu öne çıkıyor. Karabasanlar, gerilimler, hesaplaşmalar ve ödeşmeler bir korku filminin sisli havası içinde veriliyor.
 
Sessizlikteki dostlukla gürültüdeki düşmanlık arasında derinleşen, bireysel arzularla toplumsal dayatmalar arasında göz ardı edilmiş duyarlıkları incelikle işleyen bir kitap, “Evine Dönemeyen Adam”.
 
“Tüketici bir karanlık kaplamıştı ruhumu. Üstelik her şey, her şey müthiş bir sessizlik içindeydi; boğulmama karşı kayıtsızdı her şey. Buna razı gelmiş gibiydiler. Veya sanki beni boğanla aynı fikirdeydiler... Gelip beni kurtaracak, bu duruma dur diyecek, müdahale edecek kimse yoktu ortalıkta. Unutulmuş, daha doğrusu göz ardı edilmiştim. Kimileri böyle bir durum karşısında hemen teslim bayrağını çeker, kendisini bekleyen kadere boyun eğer. Yani direnmez, yani şu söz konusu değersizlik hissiyle hemen barışır. Tamam, der. Benden bu kadar, der. Fakat ben öyle demiyordum. Çırpınıyordum. Sağ kalmaktan ziyade değerli olduğumu ispat etmek için çırpınıyordum.”";9.06.2023;https://www.yapikrediyayinlari.com.tr/dosyalar/2023/06/evine-donemeyen-adam-kap.jpg
9789750803963;Ferhad İle Şirin Oyunlar 2;Nazım Hikmet ;"Güçlü bir dramatik yapı, çok kişili doğal bir diyalog akışı, zehir zıkkım politik eleştiriden toplum sorunlarının kökenine inen bir dram anlayışı... Nazım Hikmet, şairliğine eş bir oyun yazarı olduğunu da gözler önüne seriyor... ""Nazım Hikmet Külliyatı""nda...";28.12.2018;https://www.yapikrediyayinlari.com.tr/dosyalar/2017/03/ferhadilesirin_oyunlar2.jpg
